word,n
suc,11
initialize,5
namely,15
assertion,9
evaluates,27
false,27
failed,25
slows,9
mock,7
simulating,3
overheads,7
disks,4
abnormal,4
rare,18
revealed,9
creates,44
initializes,2
crash,9
helping,21
partition,35
guideline,11
mers,2
positive,20
negative,16
equivalent,42
equiva,3
lence,3
partitions,19
bezier,2
lie,19
shaded,16
smaller,46
unshaded,2
ellipses,2
equivalence,37
characteristic,34
invalid,33
rule,25
thumb,7
midpoint,2
tend,48
atypical,3
differently,17
partitioning,50
integers,4
ﬁwhite,2
ranges,11
edges,11
arrays,8
rally,2
sizes,21
decreases,5
chances,24
accidentally,5
accidental,11
whittaker,15
buffers,5
overflow,20
repeat,11
numerous,3
combining,12
detectable,3
conse,9
quently,2
conditional,15
retrieved,10
encapsu,5
lates,2
passing,41
lutz,5
fall,48
misuse,22
faces,11
binary,23
unordered,2
producer,31
consumer,39
manifest,21
unusual,15
length,32
infinite,4
entered,28
behaves,14
receive,42
assumes,39
faulty,15
pointers,18
null,6
pointer,6
revealing,7
consumed,6
ques,8
heterogeneity,5
networks,34
older,37
challenge,40
incredibly,5
emerging,29
economies,3
intertwined,3
scales,5
wearable,4
innovative,16
semat,2
initiative,12
meta,16
determining,21
sion,25
newly,8
collective,16
involvement,25
restricts,2
unplanned,3
summa,2
rized,2
lect,6
issuing,4
acknowledgment,3
rectly,6
raw,17
correspond,16
prepared,27
produces,28
exhaustive,21
chart,36
menus,13
monly,2
predicting,15
predictions,9
prediction,9
credibility,3
tdd,18
interleave,3
melnik,3
gained,15
testingsystem,2
recently,13
implementable,3
deliberate,10
chunk,7
refactor,19
invokes,18
hundreds,41
segment,21
won,44
coverage,35
confident,15
lem,18
lies,16
hardly,7
regres,2
manually,17
dramatically,20
tionality,19
imprac,2
tical,4
ineffective,8
multithreaded,3
shouldn,11
andrea,3
productive,16
encourages,17
prepare,24
distinctions,6
convince,15
deliv,14
ered,15
studying,10
satisfied,19
cerned,7
allergies,3
allergic,7
prescrip,2
allergy,2
sev,4
eral,7
gies,3
overrule,2
explaining,3
devise,8
sce,6
narios,2
realistic,33
kaner,12
credible,5
moti,3
vate,3
visit,21
logging,8
downloading,6
encryption,18
modification,17
prompting,4
playing,22
george,12
observing,6
phrase,23
encrypt,5
skip,6
unauthorized,28
nurse,2
specializes,5
visits,3
visited,4
jim,15
depression,2
feels,7
believes,7
night,8
agrees,7
enters,26
gets,32
physician,2
finishing,2
contact,13
perfor,10
mance,12
unacceptable,18
profile,28
remainder,9
gradually,2
exceeds,5
overloading,2
ﬁfail,2
collapse,5
loaded,10
replicates,3
exhibit,49
severe,7
degradation,18
heavily,14
exchange,47
reject,16
influences,4
formance,8
robustness,6
replicate,4
clinical,10
emergencies,2
conversations,5
alpha,24
beta,36
raise,18
exploit,17
disruptive,9
advocate,7
unfinished,5
adopters,5
pc,40
manipula,2
mail,21
incorporate,35
numerically,4
cell,15
braking,15
car,48
periodic,17
salary,2
entertain,2
console,7
distinguishing,5
computationally,14
hostile,5
engine,23
carrying,7
enterprises,7
izations,3
assembly,11
publicly,2
experimenting,3
unlike,36
signed,13
ance,18
mitigated,2
age,41
criterion,6
definitely,2
handed,16
repeated,18
immediate,26
bought,10
trained,10
negotiations,6
provider,34
urgent,6
ﬁtypicalﬂ,2
reflection,4
compa,7
nies,6
infra,7
investment,29
ago,15
invest,10
somewhere,5
lientz,2
swanson,2
erlikh,2
jones,38
individ,7
ﬁsystem,3
hopkins,5
jenkins,7
coined,5
brownfield,4
dramati,2
cally,35
pres,10
sures,10
gap,12
weeks,26
respon,10
seamless,8
merge,8
reorganize,4
rajlich,4
bennett,7
servicing,9
lap,4
tends,21
degrade,12
reaches,9
tactical,11
eventually,17
retired,3
newer,8
driver,41
cyclical,5
releasing,4
validated,44
iterates,3
revisions,2
changerequests,3
expense,12
claims,28
automobile,22
vehicle,36
nonexistent,6
efficiently,9
themes,3
prototyped,4
vulnerability,28
disrupt,6
emergence,11
fixes,4
forgotten,5
mini,18
repairs,9
workable,4
accelerate,8
progressively,11
refactored,12
livery,2
handover,2
atic,3
prefers,2
definitive,12
backlog,23
continuing,29
interrupted,16
lengthened,2
disrupting,3
degraded,10
mainframe,8
leg,4
acy,2
purchasing,5
manufacturer,8
duplicated,7
insurance,9
accepting,10
encapsulation,12
oversimplification,2
indi,22
billion,14
cobol,10
finance,2
mitchell,3
shortage,3
retire,2
universities,4
teach,11
skill,17
interfacing,16
softwareapplication,2
equivalents,2
risky,8
uncertainties,5
centrally,3
promised,6
spending,13
million,25
worked,27
effec,13
tively,16
continued,10
spec,18
ification,2
lost,48
functionally,12
identical,18
shortcomings,3
socio,4
processesfigure,3
breaking,10
avoids,14
conventions,17
ficulty,2
degrades,4
interfaced,6
hoc,24
optimized,13
tricks,5
opti,3
mize,5
duplication,5
inaccurate,5
pliers,2
separating,8
portfolio,8
scrap,7
contribution,7
reengineer,12
evolutionary,49
busi,22
warren,6
scrapped,3
reengineered,22
transforma,2
saves,8
occasionally,12
qualitylow,2
occasional,4
academic,12
year,50
infrequently,2
inflexible,2
inefficient,8
conversely,5
arranging,2
agent,7
tickets,2
convenient,5
upgrades,4
patches,4
judge,10
corrupt,6
cleaning,3
restarts,2
performanceis,2
adequate,18
annual,18
ran,6
browsers,26
funded,3
adverts,2
deploying,14
adobe,5
watching,4
advent,6
dramatic,9
monolithic,7
considerations,38
politically,2
partner,4
enhancements,5
extent,30
personnel,21
expen,7
sive,15
redesign,18
exposed,9
recognized,31
maintenanceﬂ,4
naming,15
uncertainty,37
dynamics,35
manny,2
lehman,10
les,46
belady,5
continually,24
satisfaction,29
approximate,5
davidsen,2
krogstie,2
consumes,4
broken,28
incentive,2
ben,16
investing,4
allocated,45
stringent,8
stem,5
fourth,25
easiest,4
principled,2
reluctance,3
amazon,5
hanlon,3
adaptable,28
mainte,4
nance,6
looked,6
banker,2
coleman,3
kozlov,2
measurements,41
par,24
ticularly,4
corrective,8
decline,3
correlate,3
outstanding,5
intuition,7
corrupted,11
translat,3
redeveloping,2
introducing,31
incurred,8
significantly,23
ulrich,5
quotes,4
restructured,15
extracted,19
modularization,3
grouped,10
removed,32
stores,21
schemas,14
correcting,15
removing,17
prolonged,3
recovering,6
adaptor,19
wrapping,13
spectrum,28
migration,17
radical,6
emphasis,41
ﬁagile,2
restructuring,48
conversion,13
fowler,23
smells,2
redesigned,7
shorter,13
scattered,5
clumping,2
clumps,3
speculative,3
primitive,23
extract,29
pull,13
editors,10
kerievsky,4
constructing,42
assemble,10
preexisting,3
bundled,2
ajax,7
holdener,4
freeman,8
freedom,10
honesty,3
abilities,13
dishonest,3
bring,23
profession,20
respect,25
employ,10
competence,9
intellectual,13
governing,7
employers,3
threatened,4
cyberattack,24
vidual,11
probabilities,7
cuss,8
endanger,2
deriving,19
justify,11
faced,28
societies,11
resil,5
ience,5
empowering,4
deeply,11
revenue,4
worst,16
contributory,2
accidents,22
infection,4
malware,14
sort,22
governments,7
disclosure,4
jean,3
laprie,5
pub,10
lished,7
avizienis,3
inextricably,4
unsafe,27
insecure,11
refuse,7
duced,14
repetition,7
undependable,2
enormous,8
reactor,11
magnitude,11
freezes,2
restarted,4
am,33
pensate,2
envi,13
largest,3
interrelated,17
holistic,3
ﬁcritical,2
systemsﬂ,7
injury,14
losses,28
spacecraft,6
mission,15
trustworthiness,10
ﬁvery,5
resist,17
continuity,13
cyberattacks,17
damaged,15
reli,4
confi,3
dential,4
maliciously,4
attacked,10
repairability,3
disruption,8
diagnose,4
enhanced,17
tolerance,33
tolerated,4
pos,11
encompassing,20
reliably,12
intruder,9
protect,33
damaging,5
catastrophic,19
failurethe,2
trivial,19
employer,14
dissemination,2
viruses,5
fessional,2
undertake,4
membership,3
codes,9
notably,7
joint,12
gotterbarn,2
rogerson,2
paragraphs,15
cs,31
aspirations,6
clauses,2
tedious,4
empty,12
cohesive,33
commit,18
beneficial,2
commitment,23
welfare,2
interests,11
highest,49
leaders,8
subscribe,6
promote,16
reputation,13
fair,8
supportive,3
lifelong,2
regarding,6
se,42
infected,2
virus,5
residual,5
guard,47
incur,5
val,2
ultra,2
prove,36
federal,4
aviation,5
solving,42
ures,4
interdependent,3
inert,2
elec,3
tronic,2
sum,36
isolated,13
zational,3
intrinsic,2
communicates,25
forecasting,4
forecasts,3
curve,43
nontech,2
nical,14
influenced,18
extends,26
refers,23
govern,22
managementapplication,3
neighboring,17
restored,7
ripple,3
breached,4
enclosing,48
seriously,10
radar,10
ghosting,2
interference,10
images,27
characterized,40
enhancing,5
ified,3
airport,7
swartz,2
limitations,36
privately,3
profit,8
compete,6
citizens,9
reducing,33
bodies,9
comply,3
directors,2
industries,4
manufacturers,6
certificate,7
certification,26
costly,17
regulation,12
overheating,4
radioactivity,2
burns,7
eliminate,21
spare,10
capacity,42
lock,10
locks,3
intruders,3
defeat,2
defeating,3
matter,44
disk,12
switched,9
redun,4
dancy,3
strictly,3
invoke,25
vulnera,2
intro,14
duction,6
tackle,9
personality,5
addi,11
wear,11
parnas,10
van,31
schouwen,2
shu,3
airbus,12
boeing,3
ariane,16
rocket,7
exploded,3
lift,2
maiden,6
payload,2
destroyed,18
duce,5
enacted,5
crit,2
convinced,9
repeatable,13
drive,33
proves,3
reliabil,7
contributors,2
geared,14
avoiding,18
detecting,12
trolled,10
carefully,21
characteristicdescription,2
leader,37
confirming,3
trimble,2
exploring,5
undocumented,4
incorporates,43
douglass,9
advocated,2
ubiquitous,19
demanding,11
declining,3
housed,5
terrorism,2
elderly,5
planet,4
plex,11
conceal,4
practiced,2
preface,10
growing,15
medicine,3
participation,9
teaching,9
opportunities,24
harm,15
efforts,32
makers,9
obligations,7
founded,7
prescribes,3
dilemmas,3
resign,2
suspicion,2
fortunately,4
minor,46
arises,24
acts,17
unethical,2
publicize,3
machinery,3
electronics,7
preserving,6
abrial,7
woodcock,6
train,17
badeau,3
amelot,3
ball,12
mathematically,13
proof,19
proofs,11
proving,12
theorem,6
proved,9
provers,2
refined,11
trusted,16
gener,5
metro,2
jhala,3
majumdar,3
bochot,3
calinescu,2
kwiatkowska,3
checker,19
exhaustively,5
analyzes,12
deadlock,2
discovers,8
supporters,4
deep,15
incompleteness,5
fication,4
guaranteed,20
verified,4
algebraic,2
tiny,6
fraction,5
accurately,22
quantify,9
unwilling,7
came,6
keen,2
kernel,2
fundamentally,10
premise,2
radically,9
mathematics,7
rou,3
dependence,4
morning,6
preserve,10
relia,2
brian,10
researcher,5
mistake,21
mer,4
midnight,3
equal,12
incorrectly,9
xx,3
transient,12
ﬁwork,2
aroundﬂ,2
numbering,5
avoidance,30
chance,19
strongly,7
prone,34
structs,6
correction,20
cialized,4
rises,10
exponentially,6
density,16
brakes,7
requested,46
removal,24
accident,47
employees,12
disclose,2
matters,10
mili,6
weapons,3
overriding,14
assignment,13
pervade,2
philosophical,8
standpoint,3
laudon,3
johnson,9
tavani,3
cyberethics,5
embodied,12
bott,2
duquenoy,2
exercises,16
absolute,30
perceptions,8
ﬁfailureﬂ,2
reads,12
anticipate,23
impression,7
url,37
intersects,3
apparently,5
routes,2
activate,10
recoverable,2
switches,9
reset,9
occurred,33
september,42
plane,6
landed,2
warsaw,4
poland,2
storm,3
landing,4
airborne,2
craft,12
stopped,3
thrust,4
hit,7
earth,3
caught,9
fire,18
inquiry,9
arose,6
incident,13
compensate,4
observe,20
thousand,5
pofod,15
rocof,15
probable,13
executions,3
mttf,16
monitors,22
chemical,9
reaction,13
infrequent,4
canceled,7
resubmitted,2
regulated,4
incurring,2
excessive,10
ify,3
ure,12
dispenses,2
banks,3
inconvenience,5
incor,6
overspecification,4
counter,15
dissatisfaction,4
atms,5
ignoring,4
scheduled,41
glucose,8
days,37
niques,17
restore,5
rr,3
ada,14
railway,3
telecommunication,5
unprocessed,2
trans,26
torres,3
pomales,3
surveys,3
pullum,3
manu,2
red,13
slowing,3
halt,3
indepen,4
dently,2
dealing,20
opening,8
specifically,10
tinue,3
shuttle,2
land,6
cepts,8
diabetes,5
pancreas,2
unable,6
quantities,4
ventional,4
engineered,41
diabetics,2
inject,3
injection,9
irregular,2
temporary,6
brain,9
malfunctioning,3
brought,16
channels,14
judged,8
channel,23
computa,4
chipset,2
sourced,2
splitterchannel,3
diagnostic,9
harmed,2
simpli,3
filters,2
secondary,39
ary,7
supplied,5
multiversion,4
triple,3
tmr,3
voting,3
simultaneous,10
rejected,17
misinterpretations,2
procuring,8
maximize,6
requiring,16
reconcile,12
multiplying,4
brilliant,3
knight,3
leveson,7
cultural,28
textbooks,6
leading,26
hatton,3
concluded,4
mul,4
nota,2
ﬁneed,3
knowﬂ,2
piece,19
analogous,23
inaccessible,4
subsequently,3
declare,5
ports,5
integer,26
exam,29
temperature,24
water,9
degrees,17
celsius,4
handler,19
bounds,16
timeouts,6
constants,17
characters,40
upper,20
reasonableness,2
sents,2
household,2
electricity,3
approximately,14
variations,29
underflow,4
excep,3
mecha,8
nism,4
exceptional,17
signaled,2
resume,3
vides,13
default,28
usual,11
processingfigure,3
floating,5
precision,9
comparisons,11
prohibit,3
min,9
utes,4
recursion,4
interrupts,19
death,17
eye,14
kidney,3
heart,12
advances,7
miniaturized,2
permanently,4
attached,49
proportional,6
pulse,2
insulinpump,2
checkpoints,3
submit,9
fill,4
checkpoint,2
backward,7
laid,11
ages,6
indexed,3
raised,18
buffer,28
duces,3
tinuing,3
sees,18
silent,3
kill,5
timeout,3
happened,7
nontrivial,8
slowly,18
mistype,2
mistyped,2
undeclared,2
declaration,7
elapsed,11
calendar,30
airline,10
reservation,10
loads,7
quantita,2
measuring,28
genera,2
statistically,5
conceptually,15
profiles,4
totally,8
matching,6
mate,5
datasets,2
voas,4
injected,4
anything,26
consists,18
rence,4
replaces,3
reasonably,40
presumably,3
improbable,2
ellipsis,2
uncommon,12
musa,5
straightfor,2
took,10
accu,3
standardized,18
growth,29
modelinga,2
impressions,2
sophisticated,41
dent,13
accuracy,24
coma,2
counteract,3
dedicated,26
ist,9
centers,4
mentcareclient,2
serverpatient,4
killed,5
injured,4
thankfully,2
environmen,2
leak,3
dual,5
behav,9
ior,5
monitored,11
indications,3
situ,4
ations,11
achievement,7
undetected,11
dormant,2
malfunctions,5
concludes,4
diego,2
ca,25
veras,3
unpre,2
anecdotal,4
undercarriage,2
technician,5
instruction,6
perfectly,9
lowed,3
assuring,4
pharmaceutical,2
plants,2
falls,11
ler,3
adjustment,11
indirectly,19
telecommunications,9
sewage,3
outage,3
cutting,7
hands,14
simultaneously,18
blade,2
pathway,2
plant,5
relief,3
explosion,3
limitation,9
poses,6
injure,2
hazardous,3
preceded,6
pretty,23
acci,5
dents,4
perrow,5
mishap,3
overdose,18
hazarda,2
contributing,4
occurring,9
conceivable,2
severity,13
medium,15
resulted,7
conditioning,3
hot,10
implication,20
lightweight,12
proportion,7
operated,4
notﬂ,8
ﬂﬁthe,2
activation,12
mitigate,18
translates,10
threaten,14
reduction,25
biological,5
radiation,3
brainstorming,4
physicists,2
quences,4
cognitive,8
dysfunction,2
underdose,7
exhausted,3
battery,23
pacemaker,3
fitting,4
body,48
explanation,7
foresee,4
proceedings,26
negligent,5
cat,6
intolerable,7
alarp,6
arising,6
skin,3
regions,14
width,12
triangle,12
incidents,12
region,15
excessively,2
negligible,3
varies,16
averse,4
downward,8
prevention,10
pollution,6
occa,2
clearing,2
preventing,6
ulti,4
mately,5
warn,6
breaks,6
estimating,42
quantifying,3
deductive,4
decom,2
storey,3
cha,13
shimeall,2
backwards,4
reach,21
trees,7
administration,18
connectivity,26
disconnected,2
targets,13
timely,23
irrational,4
disorganized,3
unreasonable,3
drop,17
visi,2
administrative,6
subjective,23
clinicians,3
summaries,4
sectioned,2
branch,28
calculation,3
calculated,13
tivity,12
algo,2
arithmetic,9
oralgorithmerror,2
examines,19
algorithm,35
insights,9
ings,9
probabil,4
excess,2
diabetic,2
algorithmic,42
drivers,40
prerequisite,4
sr,7
daily,39
cumulative,3
anomaly,3
cleared,3
automobiles,4
lated,12
persons,3
thoroughly,13
owner,42
traced,21
examining,36
appointed,5
accountable,2
configura,4
demonstrated,13
defend,5
questioned,2
weight,26
wheels,8
addressed,49
incorporated,22
vendors,22
james,23
brown,19
jane,4
yes,44
creators,3
williams,10
cate,44
ery,8
override,7
mainly,9
transforming,10
semantically,43
rep,24
resentation,4
dehbonei,2
mejia,2
behm,2
routinely,5
inconsistency,6
poorly,40
qualified,3
controversial,7
countries,14
transformational,3
avionics,9
safer,3
schneider,5
math,5
ematical,4
signifi,3
moy,2
nasa,15
mars,2
exploration,4
vehicles,13
regan,3
hamilton,3
holzmann,3
spin,3
slam,5
levin,3
rajamani,3
prism,2
norman,9
parker,4
whatever,11
promela,2
temporal,5
sensitivity,10
transi,2
checkers,5
incorpo,4
scan,9
recog,4
nize,2
inferences,2
complement,9
lopes,2
vicente,2
silva,3
initialization,4
vari,6
ables,7
adverse,19
deemed,5
confidential,15
disclosed,3
compromised,18
offs,16
hundred,7
archiving,8
zheng,3
collaborators,12
assertions,11
stating,8
positives,3
checkdata,2
faultsvariables,2
twice,11
assignments,7
violations,7
branches,10
intervening,5
mismatches,3
attackers,21
tar,3
analy,11
sis,11
economy,11
assesses,17
mitigation,35
assembled,16
bishop,3
bloomfield,3
adequately,21
eld,30
ﬁa,2
methodology,18
proc,17
symposium,9
uk,16
papers,34
pdf,48
graydon,3
strunk,2
tightly,11
choices,37
requirementsthe,2
justification,3
probabilistic,2
inferred,6
maxdose,16
plete,5
currentdose,24
exceeded,4
lin,18
evi,3
dence,14
justifies,2
infer,3
ˇˇa,2
underlies,4
singledose,2
dosecomputed,2
notexceed,2
maxdoseif,2
reaching,6
assuming,11
contradiction,6
predicate,20
strong,37
missing,28
outlined,4
demonstrating,8
merely,6
administerinsulin,4
minimumdose,4
ting,6
predicates,9
contradict,2
previousdose,3
mediate,3
exit,45
vide,14
remotely,8
fre,10
bandwidth,11
narrow,10
transmits,3
aggre,3
gated,5
communica,9
powered,4
entirely,16
batteries,2
charged,6
permit,11
managementand,6
entrycode,2
shieldstatus,2
shield,2
radiationlevel,2
locked,7
ž,5
withstand,5
precautions,2
steal,10
theft,13
credit,33
worm,5
deletes,2
succeeds,7
attacker,44
intercepts,5
packets,5
probe,5
resisting,2
unattended,7
worms,3
pfleeger,6
anderson,9
stallings,3
outsiders,2
horses,3
abuse,3
usb,4
drives,9
disconnecting,2
viable,12
interchange,5
attackan,3
insiders,2
insider,7
controla,2
protective,3
weak,23
breach,5
subjected,3
weakness,4
exploited,9
delete,19
bookings,2
failings,4
guess,5
administrators,11
figuration,4
letters,20
criminal,4
sports,4
star,5
illegal,6
posing,2
attempts,41
guessing,2
interception,2
interruption,2
alters,3
destroys,3
fabrication,2
insert,2
unsuccessful,4
encrypted,9
neutralization,2
repel,4
seek,4
credentials,12
shutting,5
exposure,24
induce,2
loopholes,2
unavail,3
profitable,2
pletely,2
istic,2
aimed,3
learners,4
preferences,17
synchronous,27
chronous,2
vle,4
homework,3
submission,4
simulations,2
american,16
civil,8
war,7
annotate,3
anywhere,10
gathered,6
replaceable,12
educational,6
films,2
purchased,10
uncertain,9
workplace,5
vent,3
deter,16
fraud,7
positions,5
provision,16
vetted,2
classed,4
iden,11
accredited,4
technological,11
technol,5
ogy,6
outcomes,12
bilities,4
interruptions,6
inactivity,2
evolves,50
challenging,24
inci,2
intelligent,16
defenses,12
learns,3
firesmith,8
privileges,6
intrusion,4
party,31
deny,5
audited,2
schneier,4
causal,2
valueassessmentthreat,2
deleted,20
patience,4
stolen,8
initiator,3
restoring,2
recovered,2
accountability,4
discourages,2
derivation,22
sindre,2
opdahl,2
mirrors,3
resistance,33
transparent,7
intercept,2
intercepted,2
networking,22
socket,2
https,21
criticality,16
tensions,2
usa,5
trading,36
sessed,4
multifactor,2
bombarding,2
attacking,6
heavy,14
offline,4
requirementsfigure,2
parents,19
api,30
authenticated,3
forth,20
healthcare,2
worker,9
laptops,4
appears,23
fastest,2
tounauthorized,2
strength,14
vulnerable,6
surrounding,10
lane,4
schoenfield,2
meanwhile,2
conscious,4
afford,2
managementfigure,2
penetrate,6
viewing,17
cryptographic,2
checksums,5
favor,5
protecting,8
overload,7
tributed,4
stocks,2
markets,6
equity,10
prices,10
coun,3
guaran,3
dataus,2
tradinghistoryinternationalequity,4
accountsinternationaluser,3
datauk,2
datahk,2
attitudes,9
intrusive,2
overlook,3
consid,11
obscurity,2
viega,2
wheeler,5
ﬁwhatﬂ,2
enforce,6
accreditation,2
attempting,10
overarching,2
confirm,3
securely,3
compartmentalize,2
cranor,3
garfinkel,3
counterproductive,2
strings,12
replay,6
casual,12
neighbors,9
foolproof,6
ating,3
spafford,3
trig,3
sql,20
poisoning,3
fragment,6
surname,2
compartments,12
dam,4
grant,5
ill,9
treat,13
alterna,5
compartmentalization,7
relaxed,3
plexity,11
additions,13
material,33
videos,9
recommended,26
youtube,7
retained,3
forgetting,3
admin,2
istration,2
permitted,9
recoverability,2
grammed,2
actively,12
vul,5
nerabilities,5
punctuation,12
forums,5
thriving,2
keystroke,2
checklists,27
penetration,19
ingenuity,3
entries,17
terminate,9
badly,6
extension,30
flaws,4
jenney,2
hewlett,6
packard,6
fortify,2
april,42
apollo,4
moon,2
suffered,3
oxygen,3
fuel,14
cells,3
threatening,3
contingency,25
unintended,15
crew,4
survived,2
hollnagel,7
closer,8
embeds,7
observable,23
trap,6
schedules,23
budgets,9
practi,7
possibly,47
unex,5
pected,7
reinstatement,14
recognition,40
symp,2
symptoms,3
signs,10
isolating,4
proactive,12
reactive,36
seri,3
incre,15
mentally,5
adaptability,8
investments,2
survive,3
ubiquity,4
cybercrime,3
ignorance,3
seriousness,7
lax,2
carelessness,2
procured,6
brows,2
valuable,25
stealing,2
manifestations,2
corrupting,3
integ,3
algorithmically,3
firewalls,3
incoming,16
examined,28
succeed,11
sume,2
leaving,11
cyber,9
gen,16
erated,3
degrading,3
rs,5
classify,7
recogni,2
rein,2
flex,2
paradoxically,2
privilege,2
notices,4
suspects,2
anddeployment,3
accesses,17
agers,5
audit,30
trail,3
authentica,2
annoy,2
saw,14
advan,2
tage,2
rigid,7
argues,21
inquiries,12
disseminated,4
publicized,2
center,28
viewed,39
engage,8
barrier,3
barriers,17
approval,10
trapped,2
defensive,8
dark,3
blue,5
instructs,3
altitude,2
sounds,6
lers,2
collaborative,47
draws,10
swiss,10
cheese,11
slices,2
holes,12
varying,7
latent,8
analogy,6
ditions,4
hole,4
ger,3
lining,2
overloaded,2
privileged,2
assump,6
imaging,3
airspace,4
height,9
seems,43
constraining,2
emer,4
gency,5
initiate,26
ﬁnormalﬂ,2
caller,21
giving,8
investigation,5
ators,2
thinks,4
happening,7
formulate,5
automating,10
worse,15
optimization,4
expert,18
knowledgeable,12
specialization,22
likeli,2
hood,2
streams,6
fulfill,3
ambulance,5
dispatch,9
ging,4
watchdog,2
token,13
ellison,4
survivable,4
survivability,11
ognition,2
sponsored,4
disaster,3
flooding,2
accordingly,9
serv,2
scripts,35
partially,11
recap,2
flag,3
sui,2
mentcareclientmentcare,2
desktop,23
workshops,6
inadvertently,5
puters,3
cre,16
snapshots,9
contacted,3
startup,12
disabling,2
reinstated,2
overnight,4
taining,4
secured,6
deleting,5
gaining,5
recordssummarypatient,2
ˇˆ,8
disci,3
pline,2
soap,34
composing,9
conclude,4
promoting,3
cus,31
tomer,21
margin,4
deliverables,22
postconditions,33
candidate,33
facts,17
invented,5
rewrite,4
imperfect,4
nologies,8
systemssystems,2
rial,2
griss,4
jonsson,5
enthusiasts,3
reimplement,2
gokhale,3
natarajan,3
july,36
august,30
widgets,5
layouts,6
skeleton,15
wafs,3
waf,2
slightly,14
populate,22
sarris,3
frame,41
methodsﬂ,2
click,8
inversion,16
fayad,3
beans,18
ejb,11
baumer,2
superseded,4
logistics,5
printer,12
reconfigura,2
extensions,14
componentsfigure,2
ported,5
printers,2
closest,5
desk,21
dispatching,10
dispatched,35
route,4
maps,15
managementresource,2
dispatcher,7
ier,3
turner,4
outdated,3
indeed,18
sdlc,2
paradigms,20
mac,6
peripheral,6
strate,4
expressing,4
nearest,2
est,8
renegotiated,2
developments,5
promise,10
satis,2
fying,2
modifies,2
ules,6
consults,2
rays,2
workflows,19
systemconfiguration,2
vendor,41
cially,4
torchiano,5
morisio,5
nisms,4
panies,5
insufficient,6
dle,3
manufactur,2
maintenancesystem,2
systemsystem,2
registration,8
invoicing,4
inventory,17
monk,2
wagner,7
embedding,5
departments,10
divisions,5
crm,3
mismatch,14
funding,5
agencies,9
apis,14
connecting,12
adaptors,6
constituent,25
illustration,4
intends,5
plier,2
commu,12
nications,2
browsing,9
notifications,2
nine,20
integrator,10
wrapper,5
hides,6
standalone,3
abts,8
workarounds,5
allen,7
ockerbloom,3
exclusive,3
interleaves,2
reus,3
figuring,2
rup,19
processthe,3
inception,41
unsupported,3
documen,3
discontinue,2
pany,6
acquired,26
motivated,30
frustration,13
conformant,4
concurrency,48
embodies,7
sound,18
provid,5
corba,21
pope,5
sun,10
ccm,3
lau,3
wang,4
thereby,35
councill,5
heineman,7
ƒthis,2
ards,5
szyperski,8
parties,17
indistinguishable,2
stateful,2
stateless,3
edited,19
boston,5
parameterized,11
ﬁprovidesﬂ,13
composable,2
deployable,5
compose,10
standardization,14
metadata,4
icons,41
collate,2
collated,2
identifiers,10
sensordata,2
sensormanagement,3
collector,10
collectoraddsensorremovesensorstartsensor,2
stopsensortestsensorlistallreport,2
royce,5
allocates,6
funda,3
rpcs,5
internally,17
umentation,4
weinreich,4
sametinger,4
intermediate,26
cil,2
globally,6
hierarchical,36
uri,3
uniform,12
config,3
ured,3
incom,4
container,33
containers,4
tainer,2
quence,7
kotonya,4
izing,2
generalize,3
acquisition,36
acquiring,3
certifying,3
repos,2
itory,3
marketplace,12
ven,3
specifier,2
implementor,2
abstrac,14
pragmatic,43
accrue,2
formulas,5
reusability,16
cater,2
encouraged,7
cessful,4
predetermined,3
repositories,31
compositions,4
advertised,3
harness,4
untrusted,3
launcher,6
inertial,4
stability,15
launch,5
engines,6
longest,5
offﬂ,2
linear,32
emerges,8
freeze,5
premature,2
combines,16
impossi,2
ﬁglue,3
codeﬂ,4
composi,6
additive,3
glue,8
ﬁpro,2
videsﬂ,2
incompatibilities,4
incompatibility,13
addressfinder,5
displaymap,3
printmap,2
reconciles,5
proxy,6
mapper,4
prints,5
zip,2
digits,3
postcodestripper,2
strips,2
postcode,4
pn,3
resenting,2
getdata,2
parses,4
compatibility,33
clutter,4
void,6
additem,7
catalogentry,2
photodesc,2
retrieve,13
catentry,4
associates,11
descriptor,6
keyword,11
preconditions,14
photolibrary,9
libsize,5
warmer,4
kleppe,4
invariants,8
meyer,15
enforced,4
deletion,2
repeating,5
deci,5
gent,2
tanenbaum,4
steen,5
latency,6
coulouris,5
openness,8
scalability,24
scalable,9
capa,4
river,7
dollimore,3
kindberg,3
blair,3
unpredictability,3
transparency,4
comput,5
unavoidable,7
granted,6
mass,11
preferred,7
perceived,17
broker,8
distri,2
bution,2
manageability,4
geographically,15
agreeing,2
scaled,9
scaling,34
gb,4
difficulty,7
mutually,6
qos,7
peak,6
rented,2
threshold,2
lamport,3
prominent,2
heard,10
stops,9
ross,7
meal,2
restaurant,4
waiter,9
acknowledged,2
writes,13
ordered,25
kitchen,16
hypothetical,4
please,4
salad,2
rpc,4
invocations,3
rmis,2
ﬁstubﬂ,2
stub,12
callee,2
stays,4
starter,2
dish,8
ﬁsoupﬂ,2
ﬁsteakﬂ,2
accompaniment,2
portions,8
sits,10
coordinates,17
componentsoperating,2
mid,9
dleware,3
multiprocessor,3
balancing,9
distributes,7
supplementary,15
recommendations,9
college,15
courses,22
realize,27
cur,13
rent,4
redone,2
ute,4
saas,19
processfigure,2
sc,2
